ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GeographicAreaCoordinationCenterCode,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime,ModifiedOnDateTime,Source
,DEFAULT,,,,,,CAVNCC,,,,,,,,,,,,"12/3/2021, 10:02 PM",,,,,,,,,OSCC,,,,,,VICTORIA,,WF,FI,,,,,,0,,,,,,105767,,,,Ventura,CAVNCC,06111,,,Private,Private,,,,,,,SC08,C&L,CAVNC,US-CA,,,,,,2021-CAVNC-105767,No Decision,IROC,IROC,0,,,"12/11/2021, 11:28 PM","12/12/2021, 12:26 PM",IRWIN
,DEFAULT,,,,268,,ARAOC,72036,,Minimal,Smoldering,Smoldering,Backing,Human,,,,,"12/10/2021, 9:49 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/13/2021, 4:04 AM","12/12/2021, 5:00 AM","12/13/2021, 4:04 AM",U,Type 5 IC,Milligan,"3 miles SW of Pernell, OK, off Hwy 76",WF,FI,,,,,,0,,,,,0,400015,90,100,,Garvin,ARAOC,40049,,,Private,Private,,,,,,,SA03,DVF,OKOKS,US-OK,,,Hardwood Litter,Brush (2 feet),5,2021-OKOKS-400015,No Decision,ics209,ics209,0,,,"12/12/2021, 12:28 AM","12/13/2021, 6:43 AM",IRWIN
,DEFAULT,,,,0.1,1,CAMVIC,,,,,,,Undetermined,,,,,"12/11/2021, 4:16 AM",,,,,,,,,OSCC,,,,,,EAST,,WF,FI,33.28604,-116.8088,,,,0,0,0,0,0,,003583,,,,San Diego,CAMVIC,06073,FS,CACNF,USFS,Federal,,,,,,,SC11,FS,CACNF,US-CA,,,,,,2021-CACNF-003583,No Decision,wildcad,wildcad,0,,,"12/12/2021, 1:09 AM","12/12/2021, 2:11 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 1:04 AM",,,,,,,,,OSCC,,,,,,BELLAMO LN  GOOD,,WF,FI,33.773894,-117.252368,,,,0,0,0,0,0,,172588,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172588,No Decision,cfcad,cfcad,0,,,"12/12/2021, 1:19 AM","12/12/2021, 1:19 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 2:03 AM",,,,,,,,,OSCC,,,,,,LAC-396428,,WF,FI,33.93032,-118.3684,,,,0,,,,,,396428,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-396428,No Decision,lacocad,lacocad,0,,,"12/12/2021, 2:06 AM","12/12/2021, 2:06 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 1:46 AM",,,,,,,,,OSCC,,,,,,HY 60  E/ VALLEY WY ONRP,,WF,FI,34.010591,-117.430135,,,,0,0,0,0,0,,172605,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172605,No Decision,cfcad,cfcad,0,,,"12/12/2021, 2:11 AM","12/12/2021, 2:11 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 2:44 AM",,,,,,,,,OSCC,,,,,,LAC-396463,,WF,FI,33.92625,-118.2134,,,,0,,,,,,396463,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-396463,No Decision,lacocad,lacocad,0,,,"12/12/2021, 2:46 AM","12/12/2021, 2:46 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 3:13 AM",,,,,,,,,OSCC,,,,,,LAC-396501,,WF,FI,33.9281,-118.05203,,,,0,,,,,,396501,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-396501,No Decision,lacocad,lacocad,0,,,"12/12/2021, 3:24 AM","12/12/2021, 3:24 AM",IRWIN
,DEFAULT,,,,,0.1,CAFKCC,,,,,,,Undetermined,,,,,"12/12/2021, 3:57 AM",,,,,,,,,OSCC,,,,,,DERRICK,,WF,FI,36.561046,-120.388898,,,,0,0,0,0,0,,019959,,,,Fresno,CASICC,06019,,,Private,Private,,,,,,,SC05,CDF,CAFKU,US-CA,,,,,,2021-CAFKU-019959,No Decision,cfcad,cfcad,0,,,"12/12/2021, 5:43 AM","12/12/2021, 5:43 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 6:30 AM",,,,,,,,,OSCC,,,,,,6TH ST / CESAR CHAVEZ ST,,WF,FI,33.675674,-116.181594,,,,0,0,0,0,0,,172732,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-172732,No Decision,cfcad,cfcad,0,,,"12/12/2021, 6:56 AM","12/12/2021, 6:56 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 6:28 AM",,,,,,,,,OSCC,,,,,,LAC-396703,,WF,FI,33.92976,-118.369,,,,0,,,,,,396703,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-396703,No Decision,lacocad,lacocad,0,,,"12/12/2021, 6:56 AM","12/12/2021, 6:56 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 10:28 AM",,,,,,,,,OSCC,,,,,,LAC-396877,,WF,FI,33.92511,-118.21,,,,0,,,,,,396877,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-396877,No Decision,lacocad,lacocad,0,,,"12/12/2021, 10:30 AM","12/12/2021, 10:30 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 12:15 PM",,,,,,,,,OSCC,,,,,,N STATE ST /N RAMONA BL,,WF,FI,33.794401,-116.97157,,,,0,0,0,0,0,,172841,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172841,No Decision,cfcad,cfcad,0,,,"12/12/2021, 12:33 PM","12/12/2021, 12:33 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 12:21 PM",,,,,,,,,OSCC,,,,,,EL RANCHO DR  MENI,,WF,FI,33.698022,-117.187805,,,,0,0,0,0,0,,172844,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172844,No Decision,cfcad,cfcad,0,,,"12/12/2021, 12:43 PM","12/12/2021, 12:43 PM",IRWIN
,DEFAULT,,,,0.5,1,ARAOC,,,,,,,Human,,,PD4L,,"12/11/2021, 8:15 PM",,,,,,,PA,1522,SACC,,,,,,ANDERSON,,WF,FI,34.84836,-98.38602,0.5,,,0,1,0,0,0,,002569,,,,Comanche,ARAOC,40031,BIA,OKCOA,BIA,Federal,,,,,,,SA02,BIA,OKANA,US-OK,,,,,,2021-OKANA-002569,No Decision,wildcad,wildcad,0,,,"12/12/2021, 4:04 PM","12/13/2021, 4:38 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 4:51 PM",,,,,,,,,OSCC,,,,,,JACKSON ST  INDO,,WF,FI,33.741638,-116.21665,,,,0,0,0,0,0,,172906,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-172906,No Decision,cfcad,cfcad,0,,,"12/12/2021, 4:52 PM","12/12/2021, 4:52 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 4:41 PM",,,,,,,,,OSCC,,,,,,GRAPEFRUIT BL / AVE 66,,WF,FI,33.569691,-116.078401,,,,0,0,0,0,0,,172904,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-172904,No Decision,cfcad,cfcad,0,,,"12/12/2021, 4:53 PM","12/12/2021, 4:53 PM",IRWIN
,DEFAULT,,,,0.01,0.01,MTBDC,,,,,,,Human,Other Human Cause,,,,"8/2/2021, 5:49 AM",,,,,,,,,NRCC,,,,,,Harris Park,,WF,FI,,,,,,0,,,,,,08.01.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass-Shrub,GS1,,,,2021-MTLG03-08.01.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 5:58 PM","12/12/2021, 5:59 PM",IRWIN
,DEFAULT,,,,0.1,0.1,CASBCC,,,,,,,Undetermined,,,PD4N,,"12/11/2021, 3:18 AM",,,,,,,PD,1522,OSCC,,,,,,NILAND,,WF,FI,33.27413,-115.4795,,,,0,1,0,0,1,,018952,,,,Imperial,CASBCC,06025,BLM,CACDD,BLM,Federal,,,,,,,SC12,BLM,CACDD,US-CA,,,,,,2021-CACDD-018952,No Decision,wildcad,wildcad,0,,,"12/12/2021, 6:15 PM","12/12/2021, 6:17 PM",IRWIN
,DEFAULT,,,,3,3,MTBDC,,,,,,,Undetermined,Undetermined,,,,"10/4/2021, 12:28 AM",,,,,,,,,NRCC,,,,,,HWY 47 MM 25,,WF,FI,,,,,,0,,,,,,08.04.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.04.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 6:35 PM","12/12/2021, 6:36 PM",IRWIN
,DEFAULT,,,,0.01,0.01,MTBDC,,,,,,,Human,Equipment,Motor Vehicle,,,"8/3/2021, 9:52 AM",,,,,,,,,NRCC,,,,,,I-90 MM465,,WF,FI,,,,,,0,,,,,,08.03.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,,,,,2021-MTLG03-08.03.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 6:22 PM","12/12/2021, 6:23 PM",IRWIN
,DEFAULT,,,,0.01,0.01,MTBDC,,,,,,,Natural,Other Natural Cause,,,,"8/7/2021, 1:51 AM",,,,,,,,,NRCC,,,,,,I94-MM14,,WF,FI,,,,,,0,,,,,,08.08.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.08.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 6:50 PM","12/12/2021, 6:51 PM",IRWIN
,DEFAULT,,,,0.01,0.01,MTBDC,,,,,,,Undetermined,Undetermined,,,,"8/9/2021, 9:44 AM",,,,,,,,,NRCC,,,,,,Streck Lane,,WF,FI,,,,,,0,,,,,,08.09.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.09.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 7:06 PM","12/12/2021, 7:06 PM",IRWIN
,DEFAULT,,,,0.5,0.5,MTBDC,,,,,,,Undetermined,Undetermined,,,,"10/10/2021, 7:27 PM",,,,,,,,,NRCC,,,,,,Michael Lane,,WF,FI,,,,,,0,,,,,,08.10.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.10.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 7:18 PM","12/12/2021, 7:18 PM",IRWIN
,DEFAULT,,,,0.1,0.1,MTBDC,,,,,,,Undetermined,Undetermined,,,,"8/12/2021, 12:02 PM",,,,,,,,,NRCC,,,,,,Lampman Strip,,WF,FI,,,,,,0,,,,,,08.12.21,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.12.21,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 7:32 PM","12/12/2021, 7:32 PM",IRWIN
,DEFAULT,,,,0.1,0.1,MTBDC,,,,,,,Human,Camping,,,,"8/12/2021, 6:35 PM",,,,,,,,,NRCC,,,,,,Sidewalk Fire,,WF,FI,,,,,,0,,,,,,08.12.21.2,,,,Yellowstone,MTBDC,30111,,,Private,Private,,,,,,,NR14,C&L,MTLG03,US-MT,Grass,GR2,,,,2021-MTLG03-08.12.21.2,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/12/2021, 7:36 PM","12/12/2021, 7:37 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 7:39 PM",,,,,,,,,OSCC,,,,,,LAC-397225,,WF,FI,34.36506,-118.50341,,,,0,,,,,,397225,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2021-CALAC-397225,No Decision,lacocad,lacocad,0,,,"12/12/2021, 7:42 PM","12/12/2021, 7:42 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 8:03 PM",,,,,,,,,OSCC,,,,,,WHITMAN,,WF,FI,33.767017,-116.927537,,,,0,0,0,0,0,,172986,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172986,No Decision,cfcad,cfcad,0,,,"12/12/2021, 8:14 PM","12/12/2021, 8:14 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 10:25 PM",,,,,,,,,OSCC,,,,,,W RAMSEY ST  BAN,,WF,FI,33.925439,-116.897798,,,,0,0,0,0,0,,173051,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-173051,No Decision,cfcad,cfcad,0,,,"12/12/2021, 10:35 PM","12/12/2021, 10:35 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/12/2021, 10:57 PM",,,,,,,,,OSCC,,,,,,LAC-397434,,WF,FI,34.66026,-118.1531,,,,0,,,,,,397434,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-397434,No Decision,lacocad,lacocad,0,,,"12/12/2021, 11:00 PM","12/12/2021, 11:00 PM",IRWIN
,DEFAULT,,,,36,1,ARAOC,,,,,,,Human,,,PD4Q,,"12/12/2021, 8:30 PM",,,,,,,,,SACC,,,,,,2030,,WF,FI,34.07633,-92.60194,36,,,0,1,0,0,0,,002573,,,,Dallas,ARAOC,05039,,,Private,Private,,,,,,,SA18,BIA,OKCHA,US-AR,,,,,,2021-OKCHA-002573,No Decision,wildcad,wildcad,0,,,"12/12/2021, 11:33 PM","12/13/2021, 4:20 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/12/2021, 9:19 PM",,,,,,,,,OSCC,,,,,,AVE 77   THER,,WF,FI,33.491638,-116.117923,,,,0,0,0,0,0,,173016,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-173016,No Decision,cfcad,cfcad,0,,,"12/12/2021, 11:38 PM","12/12/2021, 11:38 PM",IRWIN
,DEFAULT,,,,250,1,ARAOC,5000,,Moderate,Backing,,,Undetermined,,,PD4S,,"12/12/2021, 10:16 PM",Type 4 Incident,,0,100,0,0,P8,0809,SACC,"12/13/2021, 1:30 AM","12/13/2021, 1:00 AM","12/13/2021, 1:30 AM",I,Type 4 IC,State Line 3,"5 miles south of Bates, AR",WF,FI,34.84431,-94.40856,,,,0,1,1,1,1,0,002571,0,100,,Scott,ARAOC,05127,FS,AROUF,USFS,Federal,,,,,,,SA17B,FS,AROUF,US-AR,,,Timber (Litter and Understory),Brush (2 feet),8,2021-AROUF-002571,No Decision,wildcad,wildcad,0,,,"12/12/2021, 11:47 PM","12/13/2021, 3:49 AM",IRWIN
,DEFAULT,,,,,0.1,CASIFC,,,,,,,Undetermined,,,,,"12/13/2021, 1:04 AM",,,,,,,,,ONCC,,,,,,TERMO,,WF,FI,40.948195,-120.770207,,,,0,,,,,,007502,,,,Lassen,CASIFC,06035,FS,CAMDF,USFS,Federal,,,,,,,NC06,,CALMU,US-CA,,,,,,2021-CALMU-007502,No Decision,cfcad,cfcad,0,,,"12/13/2021, 1:04 AM","12/13/2021, 2:24 AM",IRWIN
,DEFAULT,,,,2,2,MTBDC,,,,,,,Human,Utilities,Power Generation/Transmission,PD4Y,,"12/12/2021, 11:15 PM",,,,,,,,,NRCC,,,,,,Powerline Fire,,WF,FI,,,,,,0,,,,,,12.12.21,,,,Musselshell,MTBDC,30065,,,Private,Private,,,,,,,NR14,C&L,MTLG23,US-MT,Grass-Shrub,GS2,,,,2021-MTLG23-12.12.21,No Decision,INFORM_Inspector,firecode,0,,,"12/13/2021, 1:27 AM","12/13/2021, 4:36 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 2:12 AM",,,,,,,,,OSCC,,,,,,NORTHWOOD RD / 30TH AV,,WF,FI,33.831104,-116.226866,,,,0,0,0,0,0,,173125,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-173125,No Decision,cfcad,cfcad,0,,,"12/13/2021, 2:45 AM","12/13/2021, 2:45 AM",IRWIN
,DEFAULT,,,,,0.1,CAFKCC,,,,,,,Undetermined,,,,,"12/13/2021, 4:10 AM",,,,,,,,,OSCC,,,,,,ENNIS,,WF,FI,36.68253,-119.207236,,,,0,,,,,,020027,,,,Fresno,CASICC,06019,,,Private,Private,,,,,,,SC04,CDF,CAFKU,US-CA,,,,,,2021-CAFKU-020027,No Decision,cfcad,cfcad,0,,,"12/13/2021, 4:10 AM","12/13/2021, 4:11 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 3:37 AM",,,,,,,,,OSCC,,,,,,SUNNYSLOPE RD / DILLON RD,,WF,FI,33.840121,-116.244267,,,,0,0,0,0,0,,173160,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-173160,No Decision,cfcad,cfcad,0,,,"12/13/2021, 4:14 AM","12/13/2021, 4:14 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 3:56 AM",,,,,,,,,OSCC,,,,,,MOUNT WHITNEY AV  DHSP,,WF,FI,34.136074,-116.30969,,,,0,0,0,0,0,,173170,,,,San Bernardino,CASBCC,06071,,,Private,Private,,,,,,,SC14,CDF,CARRU,US-CA,,,,,,2021-CARRU-173170,No Decision,cfcad,cfcad,0,,,"12/13/2021, 4:17 AM","12/13/2021, 4:20 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 4:44 AM",,,,,,,,,OSCC,,,,,,VISTA DEL NORTE  / DILLON RD,,WF,FI,33.716493,-116.17103,,,,0,0,0,0,0,,173189,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-173189,No Decision,cfcad,cfcad,0,,,"12/13/2021, 5:58 AM","12/13/2021, 5:58 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/13/2021, 7:31 AM",,,,,,,,,OSCC,,,,,,LAC-397943,,WF,FI,33.8758,-118.08222,,,,0,,,,,,397943,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-397943,No Decision,lacocad,lacocad,0,,,"12/13/2021, 7:42 AM","12/13/2021, 7:42 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 7:51 AM",,,,,,,,,OSCC,,,,,,HY 60  E/ VALLEY WY ONRP,,WF,FI,34.010591,-117.430135,,,,0,0,0,0,0,,173256,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-173256,No Decision,cfcad,cfcad,0,,,"12/13/2021, 8:04 AM","12/13/2021, 8:04 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/13/2021, 1:47 PM",,,,,,,,,OSCC,,,,,,LAC-398140,,WF,FI,34.66026,-118.13053,,,,0,,,,,,398140,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-398140,No Decision,lacocad,lacocad,0,,,"12/13/2021, 1:49 PM","12/13/2021, 1:49 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 3:56 PM",,,,,,,,,OSCC,,,,,,WALNUT DR  LELS,,WF,FI,33.683371,-117.37205,,,,0,0,0,0,0,,173374,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-173374,No Decision,cfcad,cfcad,0,,,"12/13/2021, 4:12 PM","12/13/2021, 4:12 PM",IRWIN
,DEFAULT,,,,1,1,ILILC,,,,,,,Human,,,,,"12/13/2021, 4:01 PM",,,,,,,,,EACC,,,,,,Rothamel,,RX,FI,37.30074,-88.62199,36,,,0,1,0,0,0,,210479,,,,Pope,ILILC,17151,FS,ILSHF,USFS,Federal,,,,,,,EA14,FS,ILSHF,US-IL,,,,,,2021-ILSHF-210479,No Decision,wildcad,wildcad,0,,,"12/13/2021, 4:13 PM","12/13/2021, 5:54 PM",IRWIN
,DEFAULT,,,,1,1,ARAOC,,,,,,,Undetermined,,,,,"12/11/2021, 4:23 PM",,,,,,,,,SWCC,,,,,,CORNER PLANTATION,,RX,FI,36.73976,-100.7831,,,,0,0,0,0,0,,002547,,,,Beaver,ARAOC,40007,,,Private,Private,,,,,,,SW13,BIA,OKCHA,US-OK,,,,,,2021-OKCHA-002547,No Decision,wildcad,wildcad,0,,,"12/13/2021, 4:28 PM","12/13/2021, 4:28 PM",IRWIN
,DEFAULT,,,,50,1,COPBC,,,,,,,Undetermined,,,,,"12/13/2021, 5:10 PM",,,,,,,,,RMCC,,,,,,Big Cottonwood Bend RX,,RX,FI,38.22912,-94.64069,,,,0,0,0,0,0,,001659,,,,Linn,COPBC,20107,FWS,KSMCR,USFWS,Federal,,,,,,,RM77,FWS,KSMCR,US-KS,,,,,,2021-KSMCR-001659,No Decision,wildcad,wildcad,0,,,"12/13/2021, 5:14 PM","12/13/2021, 5:15 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/13/2021, 5:26 PM",,,,,,,,,OSCC,,,,,,N PERRIS BL  PERR,,WF,FI,33.810763,-117.22607,,,,0,0,0,0,0,,173394,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-173394,No Decision,cfcad,cfcad,0,,,"12/13/2021, 5:35 PM","12/13/2021, 5:35 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/13/2021, 5:40 PM",,,,,,,,,OSCC,,,,,,LAC-398269,,WF,FI,33.98909,-118.20527,,,,0,,,,,,398269,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2021-CALAC-398269,No Decision,lacocad,lacocad,0,,,"12/13/2021, 5:42 PM","12/13/2021, 5:42 PM",IRWIN
,DEFAULT,,,,8,8,MOMOC,,,,,,,Undetermined,,,PD40,,"12/13/2021, 4:05 PM",,,,,,,P9,0905,EACC,,,,,,Daybreak,,WF,FI,36.80447,-92.00818,8,,,0,1,0,0,0,,000525,,,,Howell,MOMOC,29091,FS,MOMTF,USFS,Federal,,,,,,,EA13,FS,MOMTF,US-MO,,,,,,2021-MOMTF-000525,No Decision,wildcad,wildcad,0,,,"12/13/2021, 5:46 PM","12/13/2021, 5:47 PM",IRWIN
,DEFAULT,,,,40,1,ARAOC,,,,,,,Undetermined,,,,,"12/13/2021, 6:00 PM",,,,,,,,,SACC,,,,,,TOM LOWE,,RX,FI,35.1319,-96.62301,,,,0,0,0,0,0,,002582,,,,Seminole,ARAOC,40133,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2021-OKWEA-002582,No Decision,wildcad,wildcad,0,,,"12/13/2021, 6:01 PM","12/13/2021, 6:01 PM",IRWIN
,DEFAULT,,,,1,1,CAMVIC,,,,,,,Undetermined,,,,,"12/12/2021, 10:28 PM",,,,,,,,,OSCC,,,,,,TRD DISTRICT WIDE PILE BURNING,,RX,FI,33.6407,-117.4338,,,,0,0,0,0,0,,003604,,,,Orange,CAMVIC,06059,FS,CACNF,USFS,Federal,,,,,,,SC08,FS,CACNF,US-CA,,,,,,2021-CACNF-003604,No Decision,wildcad,wildcad,0,,,"12/13/2021, 6:20 PM","12/13/2021, 6:20 PM",IRWIN
,DEFAULT,,,,,0.1,CAMMCC,,,,,,,Undetermined,,,,,"12/13/2021, 5:56 PM",,,,,,,,,OSCC,,,,,,CLEVELAND,,WF,FI,36.959787,-120.062887,,,,0,0,0,0,0,,027835,,,,Madera,CAMMCC,06039,,,Private,Private,,,,,,,SC05,CDF,CAMMU,US-CA,,,,,,2021-CAMMU-027835,No Decision,cfcad,cfcad,0,,,"12/13/2021, 6:35 PM","12/13/2021, 6:35 PM",IRWIN
,DEFAULT,,,,,,SDGPC,,,,,,,,,,PD46,,"12/13/2021, 2:14 PM",,,,,,,,,RMCC,,,,,,BOBTAIL,,WF,FI,,,,,,0,0,0,1,0,,000153,,,,Dewey,SDGPC,46041,BIA,SDCRA,BIA,Federal,,,,,,,RM53,BIA,SDCRA,US-SD,,,,,,2021-SDCRA-000153,No Decision,firecode,firecode,0,,,"12/13/2021, 7:12 PM","12/13/2021, 7:12 PM",IRWIN
,DEFAULT,,,,0.1,0.1,ARAOC,,,,,,,Human,,,PD47,,"12/10/2021, 8:10 PM",,,,,,,,,SACC,,,,,,Neugebauer OKS ASSIST,,WF,FI,34.61794,-98.68299,299,,,0,1,1,0,0,,002551,,,,Comanche,ARAOC,40031,,,Private,Private,,,,,,,SA02,FWS,OKWMR,US-OK,,,,,,2021-OKWMR-002551,No Decision,wildcad,firecode,0,,,"12/13/2021, 7:12 PM","12/13/2021, 7:13 PM",IRWIN
